O3_BA,O3_Comp,O3_ERA,O3_Flora,O3_Pance,Date,date
18.92347846941667,26.726654515125006,11.600950601541667,20.44716589291667,21.447698837,2018-02-03,2018-02-03
22.47030235983333,28.35824255066667,20.74389257516667,22.194828829166664,34.79794723270833,2018-02-04,2018-02-04
18.05618643241667,27.88168151645833,11.369618230250005,16.445851546083333,24.5964348645,2018-02-05,2018-02-05
22.625613845749996,30.456582474624994,15.167392785249994,21.485300564875,31.41624397420833,2018-02-06,2018-02-06
21.647968911583337,14.349691435444445,12.585952396833333,19.78913564875,26.223935756583334,2018-02-07,2018-02-07
20.516647347791665,22.494517729778522,11.339373361791667,14.846960666541664,28.819272437374995,2018-02-08,2018-02-08
22.2733020015,8.949403378581994,15.283467685375001,18.422394568208336,26.65226848575,2018-02-09,2018-02-09
24.916938065130438,25.3240969026591,15.712617845625003,25.00760158891666,25.664814405583332,2018-02-10,2018-02-10
24.714962052875,10.260067816042348,16.97554545941666,16.796528534375003,17.31477844129167,2018-02-11,2018-02-11
25.725552924782605,42.671783281101064,18.576071196124996,27.094497508416666,31.859290423666675,2018-02-12,2018-02-12
23.152855471791664,15.159044269467774,18.740374401041667,22.140878523125,24.591530292208333,2018-02-13,2018-02-13
22.446596923374997,27.9944811292912,15.999535381416669,23.454486725874997,43.89494969915001,2018-02-14,2018-02-14
23.250129507291664,26.889756047121654,17.471724785958333,26.92038515791667,35.639898973875006,2018-02-15,2018-02-15
22.31907801833334,35.19737610276418,15.014533585333334,24.637306308791665,30.475383338083336,2018-02-16,2018-02-16
16.142585434124996,39.39440865197137,8.63695349875,15.140417632791667,24.517961693125002,2018-02-17,2018-02-17
21.607097467666666,26.378286581239305,15.332513419124998,20.885307769375,31.71705779995833,2018-02-18,2018-02-18
18.481249447583327,19.71720510756859,10.042931164625,14.423904067954549,31.009164394791668,2018-02-19,2018-02-19
21.301379067625,23.019281571136016,15.736429903956525,17.895152943458335,30.812981463749992,2018-02-20,2018-02-20
22.19319397083333,25.831553518966036,16.881541137458335,18.745278974375,27.55687792873912,2018-02-21,2018-02-21
18.67661494954167,38.262688287422854,11.645091760708334,14.175851559291663,23.967014630875,2018-02-22,2018-02-22
22.88146908458334,36.943523871151235,16.391083812708334,21.13625843508333,26.975970321958332,2018-02-23,2018-02-23
23.536229613166668,22.461055920108457,17.127587229499998,26.841094558041664,25.412228883374997,2018-02-24,2018-02-24
20.080957756083333,25.135252540371184,14.452959948416668,16.92077772420833,29.246787738041657,2018-02-25,2018-02-25
20.02373773483333,25.5614911355503,12.970494293952383,15.209899087999995,32.573723259375,2018-02-26,2018-02-26
23.48391416616666,36.61754390708334,20.953971795583335,23.24000049713043,38.454306595958336,2018-02-27,2018-02-27
25.86017990770834,30.130428355124995,20.25507010708333,26.82556340670834,35.59902753591667,2018-02-28,2018-02-28
23.74712626404167,27.45661850045833,19.2218400085,21.533528868,40.795422894,2018-03-01,2018-03-01
16.535768723708333,20.499481340916667,10.517857341583333,11.645909190500005,24.364285064874995,2018-03-02,2018-03-02
27.206485264916665,28.8397081575,25.12694620554167,23.773283987083342,44.37412650933334,2018-03-03,2018-03-03
28.694205817833332,32.732304463750005,24.17218927954167,21.491839995916667,37.48032231786956,2018-03-04,2018-03-04
21.91036358066667,28.965592204958337,16.915055722125,18.894868457874995,33.75163827125,2018-03-05,2018-03-05
22.981195407458333,27.762336899624998,19.110669682416663,18.325120532249997,36.571767890749996,2018-03-06,2018-03-06
28.819272436250003,34.587868010083334,22.234065414499998,25.658274976541673,40.45782476129166,2018-03-07,2018-03-07
21.86622242158333,26.131566294249996,15.731418708833333,16.61505932441667,36.739340810875,2018-03-08,2018-03-08
28.794749569875005,35.992210816375,21.541703158166666,20.864872048,48.76862414154167,2018-03-09,2018-03-09
35.54017265095833,39.861919115166664,28.419549716333336,27.92582267408333,43.99483950920833,2018-03-10,2018-03-10
33.497417890875,37.29927959145834,26.255815482833338,29.056326811041668,41.84581899791667,2018-03-11,2018-03-11
26.427475546791666,33.750003412374994,21.0071046715,20.527273922041665,40.602189816999996,2018-03-12,2018-03-12
23.471155167347824,28.863413596250002,15.75839386308333,16.069016835625,34.49631597629166,2018-03-13,2018-03-13
27.495855087166674,31.216116063956516,19.967335143333333,19.14908883791666,43.73080998233332,2018-03-14,2018-03-14
23.256668938416666,32.77481076479167,14.095743530333335,14.427471030818184,40.90741064583334,2018-03-15,2018-03-15
34.26253131904166,43.712826543874996,27.99448669854166,32.51650324133333,49.64245561029167,2018-03-16,2018-03-16
25.97707223666666,40.67526084475,16.997616038375003,19.662434172791666,53.255491240583346,2018-03-17,2018-03-17
28.139171612749994,36.839884562291665,21.05206326083333,20.403842162041666,6.3342563565,2018-03-18,2018-03-18
26.850903703875,35.35379886708333,19.597039862416665,21.138710721458335,12.3163643538,2018-03-19,2018-03-19
17.579625397833336,27.261252998999993,10.665811968083332,12.661155853625003,32.47072722329167,2018-03-20,2018-03-20
25.811134174458342,36.582394465499995,20.482315334166667,21.698649501791667,44.049607243749996,2018-03-21,2018-03-21
16.59217131566667,23.117706029958338,10.37480728775,8.34513139075,34.20122415325,2018-03-22,2018-03-22
26.689052786208336,39.949384004375005,19.489956679749998,18.643100364875,49.7402201014,2018-03-23,2018-03-23
22.641144995125,30.83014746933333,18.898138173416665,22.753132751708332,40.93029865608333,2018-03-24,2018-03-24
30.303723273624986,36.23253490933333,23.546038760458327,20.140630064041662,46.455300426,2018-03-25,2018-03-25
25.90467646965217,34.28133218558333,18.084796442749994,18.136294461749998,36.68816976475,2018-03-26,2018-03-26
21.039801828208336,31.674160555391303,17.60169597766667,26.148732300750005,31.112977860749993,2018-03-27,2018-03-27
13.623269640250001,24.009520932624998,12.670964999833332,35.11420054622784,32.554922397875,2018-03-28,2018-03-28
11.419481391624998,15.64477125004167,9.079182520916666,15.772665779160874,19.588048144499997,2018-03-29,2018-03-29
14.262499020833337,24.477090249500005,11.502041708250003,26.07700958023505,28.694205818791673,2018-03-30,2018-03-30
15.71180041641667,25.099153623583334,12.737994168,28.27465391131443,28.436715722458334,2018-03-31,2018-03-31
15.955394221583335,26.042466546624997,12.758429889708331,6.648149044874999,28.328815109999997,2018-04-01,2018-04-01
10.317587267166664,18.883424453208335,8.176741041833331,8.328432486285715,22.462945499624997,2018-04-02,2018-04-02
16.91205848288889,30.22255739458824,11.799585818583338,16.16956058745833,27.21220726733333,2018-04-03,2018-04-03
6.997191174249999,16.941287757,3.854994576958333,7.763939460124999,25.775984733458333,2018-04-04,2018-04-04
14.374486776374996,21.22535818175,20.526456492499992,16.87336684883333,19.955073709583335,2018-04-05,2018-04-05
15.415073735166665,27.393676476874997,18.571166621708333,20.998930384291665,25.339477712499995,2018-04-06,2018-04-06
22.07384935525,36.373132674999994,18.698685528,25.472718619333335,28.731807544708328,2018-04-07,2018-04-07
20.474141046041666,31.034504687750005,18.483701733666667,21.983932179000004,32.966089122458335,2018-04-08,2018-04-08
17.817674901608694,38.804983574874996,15.099546188583338,21.08540014178261,33.13039232783334,2018-04-09,2018-04-09
15.689516595173913,27.159891819166663,12.945621102208333,18.125667887166667,31.605887473666666,2018-04-10,2018-04-10
16.92649972691667,26.58687417808333,12.668512713041672,20.050712888208334,31.385003974608694,2018-04-11,2018-04-11
20.400572446833333,34.24863502741666,16.821051400833333,24.48689939529167,29.859041965708332,2018-04-12,2018-04-12
19.841451096541665,27.534274243875,14.06141151708333,19.436006373458337,31.842124418583335,2018-04-13,2018-04-13
19.98123143279167,27.71002145208333,17.228948409958335,26.964526317458336,32.72167788754167,2018-04-14,2018-04-14
24.32668333608333,33.82275458179168,20.062156892125003,24.102707824208327,36.66168506837501,2018-04-15,2018-04-15
20.803564882874998,30.955214087749994,14.143154404499997,18.903860175916666,28.986845355708336,2018-04-16,2018-04-16
14.966305282125001,30.28141227482353,10.245653525708335,15.890817341,30.04296346341667,2018-04-17,2018-04-17
19.534097839,37.36196608878174,18.330025105083333,23.97845863574999,35.99057596083333,2018-04-18,2018-04-18
21.542520586250006,43.74879341874999,17.54447595679167,25.383618871541668,34.786503228583335,2018-04-19,2018-04-19
11.863345270708331,17.53875395329167,6.728257074624999,4.5906805652,24.57681657220834,2018-04-20,2018-04-20
18.369261691,28.420367144875,14.578026566708333,67.78120236,36.622448478083335,2018-04-21,2018-04-21
18.481249447750006,24.063471238499996,14.775026925208332,17.192572710708227,28.399931423499993,2018-04-22,2018-04-22
16.78426710216667,24.956103570250004,11.776697809916664,24.959774298842962,24.156658130874998,2018-04-23,2018-04-23
17.662185714375003,26.721749941708335,13.748336257583333,26.5827870325,34.71620434766667,2018-04-24,2018-04-24
12.9787802823913,19.06301002426087,12.236910268708336,32.0982837037635,37.746576671849994,2018-04-25,2018-04-25
14.978566715541668,18.75672297845833,9.554926126875001,23.41036309347398,16.299998880190472,2018-04-26,2018-04-26
15.896539341874998,22.21199483441667,12.698757581208332,15.47780779408981,29.15196598654167,2018-04-27,2018-04-27
12.403665758083335,17.778260614416666,9.299070888291668,19.922598397548988,29.366949783291663,2018-04-28,2018-04-28
11.529016860791664,14.569852277625003,5.525001769625,21.28114419599572,14.045880368291668,2018-04-29,2018-04-29
19.948534279875002,32.39879348245833,19.07470281066667,33.482291776051824,40.02540489408334,2018-04-30,2018-04-30
21.379852240458334,28.47023030720833,16.226780608374998,35.96421830634588,29.809996233375003,2018-05-01,2018-05-01
20.103028336375,30.73614314833333,20.121011771166668,45.0744295065,33.370716415666664,2018-05-02,2018-05-02
15.498451480374998,23.942725315571426,11.02221095783333,17.310691297374998,24.068375812208327,2018-05-03,2018-05-03
16.286595077521735,25.077900473291667,11.21185445725,17.017234330958335,28.92248171834783,2018-05-04,2018-05-04
14.690014322249995,24.536762558000003,11.744818084041668,19.079607384541664,16.435224972083333,2018-05-05,2018-05-05
12.849981923416665,21.146885010166667,8.19145476225,11.598498314750001,15.25812739095833,2018-05-06,2018-05-06
11.38351452033333,16.756581141565217,6.7437882233333335,4.02665464125,11.85541976426087,2018-05-07,2018-05-07
13.767776848695656,19.547176701291665,6.859578800913043,23.58338097294961,14.2404284415,2018-05-08,2018-05-08
15.950489648375,25.583071517624997,11.302589061958331,18.22212449291667,24.98389615175,2018-05-09,2018-05-09
16.181822019958332,24.047940089375004,12.952977961833334,15.711450090785714,15.033854632999997,2018-05-10,2018-05-10
15.733870996166667,22.865120507249994,11.560079157375,40.68273448142856,12.465790352666664,2018-05-11,2018-05-11
14.809358938374999,22.437605204958334,11.21512417254167,23.664172270860576,15.444501174791668,2018-05-12,2018-05-12
7.49418793075,12.726550164291668,4.335642756374999,11.12889141831248,7.572661103416666,2018-05-13,2018-05-13
21.86811029895388,20.300846123875,0.9569367368888889,24.685037627716206,13.389484982124998,2018-05-14,2018-05-14
15.75348928888235,21.271951627999997,11.354375584941176,17.296795007333333,14.601360445318182,2018-05-15,2018-05-15
14.497101108041669,21.82535097858333,9.908872829458334,14.566935417504581,18.358985442238094,2018-05-16,2018-05-16
16.25130347475,27.016841765958336,13.623269640250001,21.04745513916455,22.988552268875,2018-05-17,2018-05-17
13.684275647105267,21.070046696333332,9.021145070791666,16.51778807788491,11.854353552375002,2018-05-18,2018-05-18
17.715318590541667,28.57322634537499,12.945621101958336,3.1909953175418693,16.84148712304167,2018-05-19,2018-05-19
15.982369374374997,26.094781993708327,12.585134968166665,10.456608715134742,17.035217765624996,2018-05-20,2018-05-20
10.463684101,15.757947992454545,4.216298140708333,12.06132654493333,10.859542612,2018-05-21,2018-05-21
16.896581828200002,24.638123738666668,15.097911331375,16.72459479429167,10.703958648388888,2018-05-22,2018-05-22
9.312967178958333,19.001951640625,8.130965024750001,11.779150096375,11.722821815590912,2018-05-23,2018-05-23
12.94316881554167,27.584954833958335,13.954328335375003,25.220950526249997,16.087000270500003,2018-05-24,2018-05-24
13.300385234083329,26.00241253133333,15.03333445008333,24.002164072291674,17.95564268041667,2018-05-25,2018-05-25
10.293064400916666,22.313356016333334,10.480255613125001,14.216723002750001,12.951343104166666,2018-05-26,2018-05-26
12.800118762458334,21.554782019958335,12.34644573675,15.294911690166671,12.016204470958334,2018-05-27,2018-05-27
10.075628319458332,21.827082002705886,7.382200174833334,6.6898379176,6.700464493166667,2018-05-28,2018-05-28
14.373669347791663,24.561285423374997,14.668761171875,26.62353271907692,6.8713071281666664,2018-05-29,2018-05-29
10.612679091291666,19.081242241458337,8.466928292958334,15.905531060541662,5.654272307857143,2018-05-30,2018-05-30
17.212599832083335,30.858757480416667,19.24881516179167,23.50761960333333,16.822686257125003,2018-05-31,2018-05-31
11.433377682541666,21.071681553833333,10.91374170047826,20.062156892708334,18.300188951125,2018-06-01,2018-06-01
13.754058260291671,27.227738416374994,15.556488930583333,19.441728375416666,27.4563090868007,2018-06-02,2018-06-02
15.235239382291665,25.001879587749997,14.56494770425,17.89106579854166,6.993985867490181,2018-06-03,2018-06-03
11.668797198333335,23.068437362090908,12.641537559708334,12.784587613208332,27.49972256971209,2018-06-04,2018-06-04
9.632581869434784,22.22155519873913,8.129330167375,16.179369733624995,32.82140421363636,2018-06-05,2018-06-05
12.490610465045457,20.48395019158333,12.976683399791668,19.072250525041664,12.5772876503,2018-06-06,2018-06-06
13.21619005975,24.204069004916665,21.51472800575,19.663251601916667,14.961400709125,2018-06-07,2018-06-07
11.632830327916666,25.628847535374998,14.937695271333332,18.454274293958335,20.3423863725,2018-06-08,2018-06-08
12.819737055124998,24.762372926166663,16.08945255725,17.904962089125004,14.934638798739133,2018-06-09,2018-06-09
16.481149612,26.581969604458333,18.773071555583332,21.038166970041665,9.136402541791666,2018-06-10,2018-06-10
12.694670437500001,26.399682965833332,16.931404298999997,16.064112262416668,11.667979769375002,2018-06-11,2018-06-11
12.607205547208336,28.065603012708333,16.583179598166666,15.518069773874998,18.57280148120833,2018-06-12,2018-06-12
16.289722632166665,31.952477316375,18.472257729916663,25.059383931739138,13.161422325708335,2018-06-13,2018-06-13
12.109391362291667,26.462624988375,15.047230741041668,17.705509445083333,17.025408620208335,2018-06-14,2018-06-14
14.010730926499996,30.70835056779167,19.07633766858333,17.844472353333334,15.976967235565219,2018-06-15,2018-06-15
18.625116928999997,33.66907795583334,20.980129519875,30.996902959166658,18.287346713736845,2018-06-16,2018-06-16
17.69324801116667,30.436964181166672,22.238969988375,22.740871317749995,12.978481742899998,2018-06-17,2018-06-17
15.594908087083335,31.86991699908334,21.293204778625,25.838926756124994,18.224502468181814,2018-06-18,2018-06-18
19.189142854125002,31.231505048416665,23.591814777083332,16.40802688368182,21.604858423260872,2018-06-19,2018-06-19
18.106867022291667,32.491980374583335,20.9024737765,27.956067543,18.02594156391667,2018-06-20,2018-06-20
17.423496482458333,33.12303546625,20.094036618833332,6.572128159499999,24.75240029205,2018-06-21,2018-06-21
23.463478443583337,43.34743583958333,25.479258050791668,48.58610395700002,18.796030645782608,2018-06-22,2018-06-22
18.20168877270833,30.812981464166665,18.948818764499997,25.4114114545,15.513982628833334,2018-06-23,2018-06-23
19.582326142833335,33.58733506875,21.567860881125,23.603258781791663,18.682336950291667,2018-06-24,2018-06-24
13.323496176954547,32.22631599,19.19895199929167,21.463229985208333,22.1866545395,2018-06-25,2018-06-25
16.085365413208333,39.40007180166667,20.761058581708333,24.494256256291663,18.31694624341667,2018-06-26,2018-06-26
15.264666821708337,27.62077308136364,16.42296353904166,18.993182858136365,20.571415081041668,2018-06-27,2018-06-27
12.211569971500003,22.873294796125,17.59352168829167,13.391119838916667,15.097093903458331,2018-06-28,2018-06-28
13.421364708125003,28.935347336625,14.031984077875002,16.330594075416666,17.179902677333335,2018-06-29,2018-06-29
11.64509176154167,21.204922460875,8.046769851041665,13.861141443208332,10.553824211666665,2018-06-30,2018-06-30
17.641749992499996,36.33307865858333,15.787003874083332,21.287482776791663,15.911253062416668,2018-07-01,2018-07-01
16.977180316166663,30.650313118750002,13.878307449666664,16.224328321708334,15.285102544125001,2018-07-02,2018-07-02
16.862740273791673,35.92191193708333,15.791091017916669,11.00586238,19.758073352041663,2018-07-03,2018-07-03
23.515793891583332,40.536297937499995,22.683651296583335,31.192268462749997,19.547994129875004,2018-07-04,2018-07-04
17.9262152405,30.9478572275,19.04445794225,25.808681888458327,19.109034822958332,2018-07-05,2018-07-05
15.853215612416664,30.0037268775,14.678570318499998,19.983683720333335,16.74911766033333,2018-07-06,2018-07-06
25.687702414083333,40.310687567916666,24.29970818341667,32.77235848054167,15.670928972791662,2018-07-07,2018-07-07
26.912210869583333,41.08969728583333,28.117101032333334,32.097979656,9.647295589333332,2018-07-08,2018-07-08
14.168494700125002,27.854564202782605,15.266301680166661,18.50740717145833,9.219780287791664,2018-07-09,2018-07-09
16.44853738414286,33.63556337091667,20.936805789750004,22.451501495416668,10.849769005478262,2018-07-10,2018-07-10
24.601339438125,38.40035628741667,23.967832060916663,22.025737827666667,31.301453605428573,2018-07-11,2018-07-11
25.823395607625002,41.09705414749999,25.3362079975,27.80729548875,39.82104767408334,2018-07-12,2018-07-12
16.665739914541668,30.582466520875,21.15260701433333,21.424810828374998,30.750856870125002,2018-07-13,2018-07-13
22.448231780083336,37.72761232120834,21.595653462791663,30.090374335333333,33.272624950708334,2018-07-14,2018-07-14
21.421541111333337,35.19440023625,18.916121608375,26.124209434333338,30.38219644666667,2018-07-15,2018-07-15
19.402491789791664,33.624119367249996,22.768663899541664,30.012718594791668,34.166892139541666,2018-07-16,2018-07-16
16.768735953083333,33.41240528791666,19.239823443625006,32.20914998625,35.272873408625,2018-07-17,2018-07-17
18.858901588041665,37.80036348958333,24.494256255916664,24.238401017166666,36.00692454033332,2018-07-18,2018-07-18
12.870417645374998,29.048152521250003,16.493262422041667,17.441479917499997,35.037453891541666,2018-07-19,2018-07-19
15.700356412708336,30.709985424999996,20.385858727583333,19.61502329725,32.77317590866666,2018-07-20,2018-07-20
15.03660416608333,30.338872715416667,16.100079132916665,21.864587563291668,32.952192831666665,2018-07-21,2018-07-21
13.45242700425,26.909758582499993,14.70391061325,16.11152313691667,24.231044157791672,2018-07-22,2018-07-22
17.131674373791668,33.05355401083334,18.383975411250002,21.101108993541665,25.052560177416666,2018-07-23,2018-07-23
7.577565676416666,17.438879008181818,8.736679821708334,9.609693860416666,14.95813099370833,2018-07-24,2018-07-24
18.893233601,36.67803364625001,21.241706759083332,25.04929046191666,26.288512636733333,2018-07-25,2018-07-25
16.942528439608694,41.44453573227273,18.914486751208333,22.405725478958335,50.51861361438463,2018-07-26,2018-07-26
18.638195791,34.78813808625001,17.6442022785,24.259654170208332,39.40170665254167,2018-07-27,2018-07-27
16.478548701791667,31.533953732083333,16.136863431708335,24.611966013,30.72796886025,2018-07-28,2018-07-28
18.001418696874996,30.781101737499995,14.2804824555,18.95862791075,28.072959872833334,2018-07-29,2018-07-29
10.578347078416668,25.962358516249992,9.299070888458333,11.193127904909092,28.745257968045454,2018-07-30,2018-07-30
12.584317539208334,20.788851161291664,9.154385977083335,20.01147630295834,25.904321066666668,2018-07-31,2018-07-31
15.231152237833335,27.112480944499993,11.410489673625,17.677716862833332,34.71783920245833,2018-08-01,2018-08-01
21.56622602270833,33.71812368724999,20.037634026416665,27.089592936625,35.14535450370834,2018-08-02,2018-08-02
17.424313910833334,29.467493534750002,13.291393516833331,18.13629446216667,12.210752543166665,2018-08-03,2018-08-03
18.529477750375005,28.025548997083334,14.813446082541669,24.264558741916662,26.708893285346246,2018-08-04,2018-08-04
20.760241151708332,28.897745608333334,19.38859549875,20.248530676083337,29.482420184369722,2018-08-05,2018-08-05
20.690759697958335,32.87862422933333,18.58506291425,23.282826663583332,37.68396838087528,2018-08-06,2018-08-06
25.737565575625002,35.21156624320833,20.535448211791667,28.324727966208332,16.048523474051294,2018-08-07,2018-08-07
21.706006361458332,31.373737672083326,17.545293384916672,31.935311309833335,25.081346905801517,2018-08-08,2018-08-08
20.018015733541663,33.30940924875001,18.082344155708338,28.19475677520833,14.014568252633609,2018-08-09,2018-08-09
18.45672658070833,34.66143660958334,19.92646369920833,30.902898640374996,41.61086676484006,2018-08-10,2018-08-10
28.38685256120834,43.114468612083336,28.668865523750004,35.93090365433334,43.849934102853425,2018-08-11,2018-08-11
22.71144387808334,39.426229526250005,24.260471596958336,26.28115577775,33.882348366695965,2018-08-12,2018-08-12
21.244976475291665,38.538501769583334,21.60873232479167,24.16120730143478,41.82499032775805,2018-08-13,2018-08-13
13.546857809826088,31.011616680833338,9.615415863166666,15.714252704166666,37.895987910038244,2018-08-14,2018-08-14
17.237940127416667,30.086784759130435,14.565765133375002,19.630554446541666,42.89679898292856,2018-08-15,2018-08-15
29.306460044000005,45.61907068570832,30.642956254374997,39.79815966266667,42.601123277,2018-08-16,2018-08-16
17.846924639666664,40.72348915041666,22.279841432124996,34.54372685458333,38.45103687708333,2018-08-17,2018-08-17
15.878555907249998,34.56661486041667,18.855631872124995,22.583107544458333,30.786823740750005,2018-08-18,2018-08-18
16.336316077958333,35.91945965,20.17904922233333,20.411199022624995,16.5235072905,2018-08-19,2018-08-19
28.430993720291667,45.607626683333336,28.377860843375,33.09279059858333,17.501152225916663,2018-08-20,2018-08-20
19.344454339625003,39.065743391666665,23.55830019454167,23.770014271875002,14.785059007272729,2018-08-21,2018-08-21
22.535696669999997,41.20658961625001,23.46593073029167,31.846211564666657,32.7087734447011,2018-08-22,2018-08-22
27.11684056533333,42.23491514083334,22.682833867499998,26.317940076416665,98.11108336,2018-08-23,2018-08-23
22.462128072041665,39.016697658333335,13.215372629937502,26.204317463166664,51.336168246875005,2018-08-24,2018-08-24
20.559971078250005,40.47417334499999,19.009602058154968,26.20840460725,32.76745390545833,2018-08-25,2018-08-25
22.006820187333336,39.91575264714285,14.03518598113157,28.34107654429167,18.94391419033333,2018-08-26,2018-08-26
23.753294135681823,56.03246061733332,39.98731270533333,35.250802830625,38.45757630770833,2018-08-27,2018-08-27
23.35067325916667,43.76268971041667,26.387421531958335,24.997792443500003,35.424097750666675,2018-08-28,2018-08-28
18.979063632916667,35.481317771125006,23.156942615333335,23.72260339766667,31.36538568221739,2018-08-29,2018-08-29
19.895401401708337,40.59585347066667,25.31331998891667,24.256384453499994,37.98918956266667,2018-08-30,2018-08-30
18.497598024750005,35.71808782265218,21.508188574083334,18.824643886863633,38.511526617083334,2018-08-31,2018-08-31
3.8582642923333332,34.47261054,19.165437416583337,15.519704631416664,34.60094687154166,2018-09-01,2018-09-01
20.27890608471413,42.38859176916666,26.278703491291665,23.649852227125006,29.89991340745833,2018-09-02,2018-09-02
19.20794371825,34.504490265,29.859894935565208,18.327572819291667,35.48377006154166,2018-09-03,2018-09-03
23.810885715749993,41.48615029125,29.113546830791663,32.01051476766668,36.443431558583335,2018-09-04,2018-09-04
16.750752516916663,34.060159285000005,21.398439861043475,23.60816335458334,33.693600820708326,2018-09-05,2018-09-05
22.883921370583337,41.026755264166674,24.143579268333337,26.40213525137501,39.236586024333334,2018-09-06,2018-09-06
13.055156571375,32.361191753750006,11.686780632958333,15.3120776965,36.015098827916674,2018-09-07,2018-09-07
20.951519509125,41.64309663583333,25.73237667913044,35.17151223008333,38.37665085125,2018-09-08,2018-09-08
20.217468379291663,35.71837214666666,20.976042375375,26.547637591125007,19.453172380791667,2018-09-09,2018-09-09
24.58989543404167,46.322059520416666,20.591530941086955,33.23502322191667,36.34989433771429,2018-09-10,2018-09-10
24.322596191000002,42.759349076086956,15.622700669124997,33.41485757491666,38.03823529504167,2018-09-11,2018-09-11
25.318224562208332,41.51312544541667,15.623518098291663,26.353089518166666,39.29544090554167,2018-09-12,2018-09-12
13.178588332333335,31.03859183458333,7.2375152639583336,11.903845156318186,7.391736845555554,2018-09-13,2018-09-13
17.32636460765217,38.67582981833334,10.318404696124999,21.19266102925,42.55972614299523,2018-09-14,2018-09-14
4.512207393000001,25.76290587041667,7.425523905166666,17.036852624166663,47.5916599657236,2018-09-15,2018-09-15
14.741512341916666,35.916189933333335,10.955181789875,21.552329733125003,23.771956035021976,2018-09-16,2018-09-16
17.645837136458333,34.48732426070833,12.688131006416668,22.609265269166666,21.8411509402631,2018-09-17,2018-09-17
20.121011771833334,39.135224845416666,11.617299179458335,21.419906254500003,54.904245285624995,2018-09-18,2018-09-18
